weibo_id,weibo_text,keyword,user_gender,user_location,user_following,user_follower,weibo_like,weibo_repost,weibo_comment,weibo_date
J47J4qBFb,离婚冷静期出来让我已经很悲观了，想着是不是婚姻中的女性反家暴杀了丈夫，概率高到90%是不是他们才会想着解除结婚冷静期？但是想到甜甜的爱情的公主们大概率是一边洗衣做饭带孩子一边工作一边被家暴一边说你们女权就是太极端了我很幸福的，我就更悲观了。我好像并不该可怜你们，毕竟你们过得“很幸福”“孩子不能没有爸爸”，可是我想到了唇亡齿寒…… ,女权,女,河南,633,11010,10,4,7,29/05/2020 08:05
IA7gqm6My,我突然想起来好像是几年前的一个事，有个貌似是开服装店还是做摄影的女孩子失联，她亲友在网上寻人。底下有个评论说“如果是穿这个衣服下午x点的话，应该没事，我看到的时候她只是被强奸了而已”，有人回复他什么叫被强奸而已你怎么知道的？他说那个时候有人拉他进了什么聊天室然后他看到了直播种种。别人问他能联系到房主吗？他就说播完了聊天室就被解散了不知道不清楚。也有人骂他，他就回我只是被拉进去而已我做错什么了你是不是田园女权？我不知道他是如何进到这种聊天室的，这种聊天室又是谁建立的，也不知道后续女孩被找到了没有，更不知道直播里的是不是失联的那个女孩。不过那个时候我知道了，反正在某些畜牲眼里，女孩子的命就不是命罢了。 ,女权,女,其他,770,22861,87,7,28,24/03/2020 19:00
G8nurvjvU,韩国警方今天以性骚扰嫌疑向法院申请了对著名话剧导演#李润泽#的拘留令。李润泽在#韩国Metoo#运动中被揭发长期性骚扰女演员，警方表示已查明其在1999年到2016年期间一共对17名女性有过62次性骚扰行为。韩警方申请对导演李润泽拘留李润泽上个月19日举行发布会向被自己骚扰过的演员道歉，表示自己非常羞愧。  原图 ,女权,女,北京,768,5911051,35,15,22,21/03/2018 11:22
J5IPj9fhc,你说弗洛伊德冤吧，人家也有前科。但是他这一次只是用假币，罪不至死。然后引发全美乃至世界范围内的黑人抗议，闹事游行示威一个没落下。我发现搞女权真的不能看黑人平权运动，容易被酸死。黑人维权起来，真的是地无分南北，人无分老幼，甚至还有一家几口全去抗议示威现场的。东亚女人什么时候有这觉悟也不至于过成这破样。举个例子：一黑人被白人雇主枪杀。然后大批黑人参与示威游行。一女子被丈夫打死。其他女人：“不要触犯男人的底线。”“我是女的我也”“一定是她给男的戴了绿帽子”“女人不要太强势”所以，就…… 原图 ,女权,女,河南,893,752,364,37,25,08/06/2020 20:23
Hwpi3dvPH,现在中国的女权始终是以在微博等网络平台宣扬为主要活动，不知道发展到游行示威（或者说真正意义上产生效力和实际影响）需要多少年。这样用网络去宣传，一些女权主义者和嘴里的“屌子”去唇枪舌战，力量和正面影响未免太过弱小，并且还已经培育出了一批极端女权主义者。很难说要多久或者怎样才能让中国的女权达到美国女权主义的程度。越去接触越感觉到中国女权发展中的毒瘤和自己给自己画的牢，我期待女权主义可以做到的和她受现实压制下隐隐发出的光，但也害怕现在的发展情况会让它变成畸形，因为好像很多局内人始终难以意识到女权不是对抗男性，不是打性别对立，难以意识到我们最终还要一起活在这片土地，打着“女性至上”的女权主义者，没有资格去指责平权主义者，更甚，和她们嘴里所谓的“屌子”又有什么区别。 ,女权,女,湖南,92,103,0,0,2,29/05/2019 10:48
Gksm3cxbH,【普京称MeToo运动是“阴谋” 不如走法律程序】 普京7日被问及“为何MeToo运动很难在俄掀起波澜”时称，这场运动是个“阴谋”。普京质疑“为什么这些女性在性侵发生十余年后才选择站出来”。他认为，比起将这些性侵案交由媒体舆论来导向，走法律程序才是最合适的解决途径。#全球每日政要#http://t.cn/RB7PBhF [组图共9张] 原图 ,女权,男,北京,1139,22292954,76,32,26,08/06/2018 21:48
HxztfdtG4,这几天的微博太恶臭了。我现在感激并且感恩，我身边的大部分男性都是认真负责懂得尊重女性的有教养的男生[加油]他们具有人格魅力并且让我感觉相处很舒服。我庆幸我可以活在现实，而不是恶臭的网络中。很感谢大学可以让我认识灵魂有趣的男性友人，我以为这就是世界了。但是我错了，自己身边的小圈子并不能代表整个世界，实际上真实的世界是女性不能发声，只能有男性杠精不能用女性杠精，cherry中国这件事告诉我们，女性如果做杠精，就会被扣上田园女权的帽子🙅这几天想了很多，或许在以后的日子里会尽自己最大的努力为真正的平权做自己的贡献，一个人的力量很薄弱，但是积攒起来终将汇成洋流。走出大学，社会给我上的第一课居然是在微博上学到的，说起来还是有点意思的希望在未来的日子可以充实自己做最好的自己，在多年之后回看这条微博的时候，想想自己究竟做了什么吧。 原图 ,女权,女,陕西,280,1350,13,0,1,06/06/2019 02:34
IeYxhyDmq,防微杜渐做不到，以防万一懒得搞，渐不可长太费心。养痈遗患是企业原则，放任自流是企业文化，狼狈为奸是企业精神。一刀切，既符合屁股领导的英明果断，又遏制了这群田园女权婊的嚣张气焰，我们承认我们男人很危险，所以把你们关起来是为了你们好，因为我们没法管住人家的下半身。明显是不把男人当人看，把男人当成了只用下半身思考的动物，这样做岂不是说所有的顺风车司机都是潜在强奸犯吗？滴滴公司太羞辱男人了，建议封杀。 ,女权,女,河北,673,11762,27,2,4,06/11/2019 18:11
J4mFGhMmr,眼看投诉老师性侵不能有更好的结果了，马上转头说“极端女权”的转发不值钱，眼看离婚冷静期板上钉钉了，马上转头骂“极端女权”不尽力！滚远一点，极端女权欠了你们还是咋的？你是给极端女权发工资了还是咋的？要点碧莲！！！艹！！！！！！  ,"性骚扰,metoo",女,浙江,511,7361,263,17,16,30/05/2020 22:08
HvPulBPzF,如果撇开伦理和法律问题，我突然想到现在很多人鼓吹买精子或者买卵子的事儿。我在想，（撇去只想要孩子但对异性没兴趣这部分），为什么买精子？为什么要买卵子？是谁在声嘶力竭的呐喊？是中国女性太差，还是中国男性太差？还有个相关问题，叫：为什么我找不到满意的对象？其实够买精子或者卵子，可能是改良自身基因性价比最高的途径了。但有一个奇观就是，真的会这么做的人，大部分好像都是比较富裕的那群人，而在微博上叫嚣着鼓励这么做的，可能大多是活得不怎么样，自己也不怎么样的那群人。两者的有这种区别我猜测是因为，对于前者来说，这部分人比较富有，同时也因为事业繁忙，社交成本太大，取得一定成就有大多数人都比他差，他也看不上了，从而有了这种想法，进一步想去这么做，付诸于实践。但大多网络叫嚣的，动不动就鼓吹什么买国外精子卵子的，恰恰相反。这部分人中很大一部分都是田园女权或者屌癌，凭衙门现在的能力根本没资格接触更优秀的资源，自己不行，可不只能买么，至于买来的，孵出来你能不能带好这还是另一说。我收到过很多私信，有一类私信叫——我为什么找不到满意的对象。基本这种人会在分手后提出这样的「自我哲学思辨」，然后我无聊的时候也会扯几句，我会问他们你们找对象的标准是什么，比如：「器大活好的。」「长得漂亮的，温柔的（帅的，阳光的）。」「很会撩的那种。」我经常听了觉得很无奈，那可不只能这样么，这些特质大概什么意思呢———5000块。算了多说点吧，一万。就是一万找个鸡或者鸭，高端的那种，当然了，如果是对象的话可能性价比会高一点，不用付费。但总之这部分人的要求就是这个level，他们自己也只是这个level，所以既不能突破自己对人审美的边界与局限，也不能具备欣赏更高品质的能力，为什么呢，我的理解是，这部分本身就是不怎么样的人。没见过世面的女（男）人只喜欢帅（漂亮的）的会撩的，见过世面的人这种玩意儿见得多了，要多少有多少，不会对这些东西去动真感情，因为便宜。你说找个英俊男人的精子也好，还是找个漂亮女人的卵子也好，这似乎并不能让你的人生变得更好，同一个个体分裂延续出去的基因，后天的个体差异表现的应该是很大的，样貌，智力，性格等。（我不懂生物，这只是我的猜测，如果我说的不对，希望给我纠正。）我觉得精子卵子的买卖，如果未来能管控的很好，是造福人类的，比如夫妻中有一方不孕不育，但他们想要一个孩子，这就是一种让人类幸福的技术。但那些觉得买个精子或卵子就能让后代更优秀，甚至连带自己也好像也更牛逼的幻觉，就真的很可笑了，还不如想办法先把自己弄好点呢，否则生下来还是教不好。这种幻觉女性要比男性似乎严重点，当然这肯定也和父权社会，以及现在的丧偶式育儿脱不了关系，因为很多女性会想：既然如此我不如买精子。这种想法在情感上可以理解，但未必会有什么好结果。因为如果你只是一个普通人，无论买什么样的基因，都无法帮助你本身向上移动，说得难听点，甚至还不如哄抬逼价来的有用。现在很多商业田园女权几乎是要把这个事情当成生意来做了，这事儿真不是你买了一条裙子，不喜欢不穿就行。这些逼，坏滴狠哟。 ,女权,男,上海,864,1126557,153,39,105,25/05/2019 15:40
J1ZERwZ1D,同理，女权运动里不能包容激进派的女性也是出于有一些说不清道不明是怎么回事的既有社会“法则”（也就是来自男权的声音）为她们提供了一块遮羞布遮挡自己不能包容激进派所带来的骂名的个人原因（大概是屌癌男性对她们的看法吧以及对一些她们认为被冒犯到了的家人的不平）。要想做一件事，只想承担这件事带来的好的结果，哪有这么简单又天上掉馅饼的事情呢。当然我这么说很有问题，又不是我们女性“因为”做过什么不好的事情“该”被差异对待，所以我们现在活该要自己这么花心思来争取自己应有的权利，不是这样的。激进派就像是一支军队里的先头部队，我们在后面自认为是温和派也好心里默认却不敢发声的人也好，难道不应该心怀不安与感激然后包容这部分存在并共同承担一些不太好的结果吗。赶紧割席、扣帽子是怎么回事，有疑问就多看看多想想，别再拿父权那一套来审视和对比我们当下在做的事情了。姿态至少平等一点吧，在争取的不就是这么个东西。 ,,女,其他,418,336,0,0,17,15/05/2020 07:53
FsTXAxFnc,吴绮莉 小龙女这对母女也是没sei了，3月份女儿报警抓妈，10月份妈又报警抓女儿，单亲妈妈多不容易，反正都是成龙的错  极端女权以“弱势群体为武器”，变成了最强势的人；就譬如周杰伦演唱会的小仙女，如果是一个男生diss前女友，他会有什么样的下场？  [组图共3张] 原图 ,女权,男,上海,277,736067,37,2,4,31/10/2017 12:03
FrAMHfwC5,#爱情的温度徐玄振##徐玄振##八色魅力徐玄振##愛情的溫度#關於文化差異? 韓網說賢秀很了不起 敢於等待一個比自己小6歲 且不知道會不會再見面的男生 天朝這邊卻有人罵她這麼多年都不接受代表的心意 真是xxx 忍不住感慨 微博的厭女症患者真是無藥可醫 而這些人本身也是女的--------------------------------------------------【新劇長期集資】 http://t.cn/RCDixVu【超話每天發帖+簽到】#徐玄振#【新劇話題活絡熱度】#爱情的温度徐玄振#   [组图共3张] 原图 ,女权,女,台湾,47,1940,22,2,19,22/10/2017 21:24
J1qkhEKMH,本法盲有个问题，孩子只能跟父母其中一个姓吗？虽然但是，假如我有幸或者不幸有个孩子，我是不想ta随我姓的，我的姓太太太太太路人了。如果丈夫的姓更路人那还是跟我姓吧（还有比王更路人的姓吗？）。话说回来，脑子有病的极端女权不是也仇视选择婚姻的女性吗？那她们是跟父亲姓还是跟结婚的母亲姓啊？她们会因为丈夫想要孩子跟男方姓而离婚吗？会因为父母让孩子跟丈夫姓而断绝关系吗？还是压根不结婚呢？不结婚的人凭什么管结婚的人啊？那不是和歧视同性恋还要决定同性恋合不合法的异性恋一样不要脸？号称女权到最后连选择结不结婚孩子跟不跟自己姓的权利都不给？ ,女权,男,其他,337,36,0,0,19,11/05/2020 13:56
J6tAksX14,我有一个很有趣的议题：女权运动是不是天然反红？如果命题成立，是因为源自西方的理论体系天然反红还是因为女权思潮天然反专政？部分女权主义者不承认粉红女权的存在是在否认妇女解放运动的贡献还是对我国就女性问题的的重视程度不满？如果西方女权主义思潮在国内“水土不服”，那么应该如何完善一套适合我国国情的女权主义理论体系？<username> <username> <username> <username> ,女权,男,其他,119,57016,1316,184,112,13/06/2020 19:25
Gw8n34QHd,【好莱坞女星性侵17岁男星，付38万美元封口费，曾举报哈维·韦恩斯坦性侵】《纽约时报》8月19日披露，好莱坞女星Asia Argento（艾莎·阿基多）曾于2013年性侵当时17岁的男演员Jimmy Bennett，并试图支付38万美元的封口费。Asia是最早公开指证哈维·韦恩斯坦性侵的女演员之一，被视为MeToo运动的领袖。http://t.cn/RkOwdBa（时差视频） ,女权,男,北京,71,7347948,12,5,11,24/08/2018 17:00
F5b3La6W0,国内这些搞女性主义的吧，理论深度其实真一般。不是说理论深度一般就不能搞了，理论是为了把现象的产生和发展解释清楚，为自己的解释增加证明力，为自己的诉求增加说服力。如果只是表达不满，只会加剧仇视与割裂。大家互相扣帽子，你是直男癌，你是女权婊。污名化人格和私德，最后问题得不到论证，反而开始互相人身攻击。划界限，扣大帽，问题解决不了，就消灭提出问题的人。这就成了法西斯主义。再就是大家老是讨论性伦理，性伦理这种上层建筑内容，不经一步步的逻辑演绎直接被提出，让人找不到说理路径。讨论就会陷入方向暧昧，都是孤掌难鸣。正义，公平，自由，这几个词的内涵极其丰富，他们不是元概念，不是原子评价，也不是天然的善。为了讨论小问题，就上升到大概念，这种论证方法是不妥当的，被称为『向上递归』。科学与宗教的一个显著差别就是科学论证是向下递归，需要分割，由大而小。宗教裁决是向上递归，进行概念升格，直到不能解释。如果把问题向上递归，此时公平正义自由等概念承担的是宗教功能，“因为这样不正义，不正义应当被禁止”，和“因为神都是对的，与神意相悖就是错的”是一样的结论方法。女性主义的论证进路是广泛的，有社会学进路，经济学进路，心理学进路，历史解释法和哲学进路。忘记哪一个心理学家说过『解释即治疗』。一个人心理出了问题，你给患者把可能的机理解释明白了，治疗的最重要部分即告完成。心理症患者有时会自我归罪，患者面临的是令人恐惧的未知。你把机理给阐释明白，第一，归因明确，祛除了其自我归罪的条件；第二，给人以可掌控感和可认识感；第三，提出了解决问题的思路方法。没有太多男孩子想成为恶龙，他们不是历史的主谋，甚至算不上历史的帮凶，只不过也是历史的受害者。历史并不由他们书写，落后的偏见却由他们承担。他们也会恐惧，自卑，深感无力，手无寸铁。贵族小姐去批判带枷农奴，是阶级意识与阶级意识的压迫。所有的一切，都要在哲学领域进行证成。哲学不关心贵族，只是关心世界与作为整体的人。一切都在不可避免地走向割裂，我不想杀死恶龙，因为恶龙和我其实没有区别。不如温柔一点，好让我们和解。落地为兄弟以及姐妹，我们互相传授吧。 原图 ,"厌女,女权",男,山东,571,5717,8,0,5,28/05/2017 11:28
J5ZnGkW3O,今日份笑话：我免费我高贵，不像你们田园女权就是为了提高逼价  [组图共2张] 原图 ,女权,女,香港,196,120,14,0,58,10/06/2020 14:31
J5RuPlstR,投稿:我是看明白了，网上所谓男权女权，田园女权，男女平权……一系列的“权”，无非都是别有用心，大家都想互相占便宜，利用单身男女的恐慌和戾气，制造对立和矛盾。网上支持这权那权的男女，无非都是闲的被忽悠，打打嘴炮适放戾气，大家都生怕自己吃亏或者别人占了便宜。对于“权”送大家一句话“实力为王”，这个世界都是拿实力说话的，婚恋也是如此，没实力别谈权利。我身边都是门当户对的平权夫妻，共同承担责任义务，不会喊着这权那权的，适合合作的好男好女早就结合了。 ,女权,女,海外,235,19714,55,2,15,09/06/2020 18:27
J6hw1zmQF,#反田园女权[超话]##中国女的为什么不行# 坚持考核公开、公平、公正原则，择优录取（同等条件下、男生优先 #能量少女季##婚驴##女拳婊# 中国特色幽默  原图 ,"性骚扰,metoo",女,北京,248,2162,7,1,2,12/06/2020 12:41
HwuR5F4aS,"接触微博女权也两三年了，我看着姐妹们一直在变化。但屌子还是没啥变化，仍然停留在""你打算找个男人坑男人!你要特权!你简直不是找伴侣是在找神仙!你拜金!你要彩礼!""，当被告知人家不婚的时候，就开始""我不信我不信怎么会有不婚的女人，都是女权婊装的!你肯定是要价呢!""拜托啦，成熟一点好不?跟幼儿园阶段的学生打架很无聊诶…… ",,女,吉林,171,2151,24,2,16,30/05/2019 00:58
J1smJroTG,为什么男人不是上街砍陌生人，就是强奸女儿，再不是就活埋亲妈，从来没人说他们极端？而女权只是说这样不对，说你们男人不能这么做，要求对这些畜生重判，就被追着骂极端？因为他们嘴上不说，但心里都知道男人是一个什么群体，都是什么畜生样，他们知道这是正常男人，就好像他们知道女人晚上出门不安全，为什么不安全，因为街上有男人。但是，你一个女人你居然敢说男人有错，你是不是要上天？你一个女人晚上不躲起来竟然敢让男人管好自己的几巴你是要踩在男人头上吗？你这个极端女权婊，怂恿女人晚上出门就是想害她们被我们男人强奸吧，果然对女人最大恶意的都是女人！！！ ,女权,女,上海,144,7222,214,26,27,11/05/2020 19:07
I0Wcpjbds,"#深焦欧洲影讯# 英国女演员萨曼莎·莫顿表示，“不后悔”与伍迪·艾伦合作 作为一名曾在童年时遭到过性虐待的女演员，萨曼莎·莫顿(Samantha Morton)在采访中表示，她“不后悔”与伍迪·艾伦(Woody Allen)曾经的合作，并将永远对这段经历“心存感激”。 莫顿曾出演艾伦1999年的电影《甜蜜与卑微》(Sweet and Lowdown)。近期，她在《名利场》杂志的访谈中说，伍迪·艾伦“是一位善良又幽默的导演，和他的合作十分愉快。这段经历改变了我的一生，我永远为此心存感激。”《甜蜜与卑微》讲述了由莫顿饰演的平凡哑女与西恩·潘(Sean Pan)饰演的的爵士乐天才吉他手Emmett Ray之间的爱情故事，她凭对此角色的出色演绎获得了第72届奥斯卡最佳女配角的提名。 伍迪·艾伦现正面临着他女儿迪兰·法罗（Dylan Farrow）的又一次虐待指控。1992年，迪兰第一次提出了虐待指控，但艾伦均予以否认。 莫顿在2014年曾对《卫报》谈到了她在住院期间多次遭受虐待的经历。“这件事的实际情况已在公众传播开来，我深感难过，这太残忍了。”莫顿说。“我受到了性虐待，而那些伤害我的人却因为案发时间久远而逃脱了制裁。这种事情不管发生在谁的身上我都深表同情，此类事件需要严肃认真地对待。” 在法罗再次对艾伦提出指控之后，包括蒂莫西·柴勒梅德(Timothée Chalamet)、格蕾塔·葛韦格(Greta Gerwig)、科林·费尔斯(Colin Firth)和丽贝卡·豪尔(Rebecca Hall）在内的几位前合作者均公开表示，他们不会再与艾伦合作。2017年，艾伦拍摄了亚马逊出品的电影《纽约的一个雨天》(A Rainy Day in New York)，但在虐待指控和MeToo&from=feed"">#MeToo#运动的影响下，该片在北美的上映看起来遥遥无期。 然而，另有一些演员，包括裘德·洛(Jude Law)、哈维尔·巴登(Javier Bardem) 和安杰丽卡·休斯顿(Anjelica Huston)，都为他们与艾伦的合作进行了辩护，巴登和休斯顿甚至表示他们很乐意再次与艾伦合作。 艾伦目前正在西班牙拍摄一部电影，片名暂定为《里夫金的电影节》(Rifkin’s Festival)，由克里斯托弗·沃尔兹(Christolph Waltz)、吉娜·格申(Gina Gershon)和埃伦娜·安纳亚(Elena Anaya)主演。 （编译：<username>） [组图共4张] 原图 ",女权,男,海外,576,2960566,52,15,10,06/08/2019 10:30
H4r4t20DX,【反对基于性别的暴力，欧洲数万女性上街游行】11月25日为联合国“国际消除对妇女暴力日”，欧洲各地民众于周末上街游行，呼吁反对基于性别的暴力，同时纪念MeToo反性侵活动发起一周年。据VOA报道，在法国约有5万人上街响应该活动。据BBC报道，联合国毒品和犯罪问题办公室（UNODC）发布的新数据显示，全世界平均每天有137名妇女被伴侣或家人杀害。在2017年被杀的8.7万名女性中，有一半以上死于最亲近的人之手，其中3万人被亲密伴侣杀害，2万人被亲属杀害…… http://t.cn/EL53wCp ,女权,男,上海,1196,2199624,13,4,3,26/11/2018 11:52
HlEC9rWac,【法国要打造“女儿国”？巴黎关闭小学建女性城】　近日，法国位于巴黎6区Vaugirard街9号的小学即将关闭，校区将被打造成法国首座“女性城”。据悉，“女性城”将于今夏启用，由女性基金会负责管理。“在巴黎心脏地段建立具有象征意义的女性城至关重要，我们需要发扬女性主义。”女性基金会主席马弗尔说，“在纽约、布鲁塞尔均设有女性城。”巴黎反歧视办公室主任比达尔表示，“反性侵的女性平权运动#MeToo席卷全球后，建立女性城是对女性争取平等权益的具体支持。”报道称，按计划女性城将建成一个可以工作、生活和娱乐的多功能爱心社区，向所有人开放，让所有人愿意到此停留。（中新网） 原图 ,厌女,女,北京,1999,12067097,47,17,25,19/03/2019 17:36
J1JinDL1z,【#94岁法国前总统被控性骚扰# 法国警方展开调查】94岁法国前总统德斯坦被指控性骚扰一名女记者，相关调查已经展开调查。据这位德国女记者称，在2018年的一次采访中，德斯坦多次摸她的臀部。女记者表示“米兔”运动促使她挺身而出。德斯坦的律师表示，德斯坦不记得这件事，也不知道任何的投诉和指控，并且考虑采取法律行动。这位名叫斯特拉克的女记者现年37岁。她在2018年12月前往巴黎采访德斯坦。采访结束后，斯特拉克和德斯坦以及工作人员一同合影，斯特拉克说，德斯坦先用手臂搂住了她的腰，然后才把手伸到她的臀部。她说她无法推开他的手。德斯坦接着建议斯特拉克一起看办公室的照片，在这段时间，他又摸了女记者的臀部。德斯坦在1974至1981年间担任法国总统，任期内，他使堕胎合法化，简化离婚手续，并将投票年龄降至18岁。 原图 ,厌女,男,北京,1139,22293744,36,13,23,13/05/2020 14:13
J68Icy6bU,说追星环境普遍厌女那条，错漏多得像筛子，职场环境不讲，女粉丝普遍更乐于付出（无论时间精力金钱）不讲，光拎出男明星的女粉丝更乐意为偶像买单就得出女粉丝群体厌女的结论了，我仰天大笑三声拉黑原po。今日心情不错，不吵。  ,女权,女,其他,450,102814,76,5,12,11/06/2020 14:17
I5NTzhFqS,#言论# 在最近一波的强烈抵制后，伍迪·艾伦再次为自己辩护发声：“我已经做了MeToo平权运动想要践行的一切”，他还预测[纽约的一个雨天]可能仍会在美国上映。“我和数百名女演员合作过，但没有一个女演员抱怨过我，一次抱怨也没有。多年来，我一直在和那些身居高位、各行各业的女性一起工作，我们付给她们的薪水总是和男性一样多。我已经做了MeToo平权运动想要实现的一切。”艾伦的新片[纽约的雨天]将于本周五在法国多维尔电影节开幕，但他不会出席首映礼，也没有演员会走上红地毯。目前该片在美国已被亚马逊搁置，正在欧洲各地发行。艾伦说，演员们不宣传这部电影的这个决定“并不重要”，该片仍有可能在美国上映。“对我来说，这部电影正在全世界上映，如果人们喜欢这部电影，我认为它最终会在美国上映。”艾伦表示自己已经刚刚完成了一部在西班牙杀青的电影，现在正在写下一部电影的剧本。艾伦还表示养女迪莲·法罗对其的指控并没有影响到他的工作，他也不害怕被好莱坞抹黑。“我一点也不在乎。我从未在好莱坞工作过。我一直在纽约工作，所以这对我来说一点都不重要。如果明天没有人投资我的电影和戏剧，没有人出版我的书，我也仍会写作，因为这就是我的工作。我会一直工作下去。商业上发生了什么是另一回事。我没有想过退休。我也不是一定就要拍电影。如果人们不想投资我的电影，我很乐意从事戏剧工作，或者写书。”艾伦说，欧洲仍然张开双臂欢迎他，从他的第一部电影开始就是如此。纵然他的有些电影在美国表现不佳，但在欧洲却获得了票房成功。“我觉得自己很幸运。他们总是喜欢我的电影，总是很忠实……这点我从不怀疑。” 原图 ,女权,男,北京,526,14391318,949,203,79,07/09/2019 10:33
Fn2Z9ezne,粉丝多的女权小姐姐一定很辛苦吧。。每天都要被那么多人骂。。。背负的责任不是我能想象的吧。。不了解女权的人会抹黑。。了解一丁半点女权的人会说你极端 。。对不起让你们心灰意冷了。。“为自由开路者不可使她困于荆棘，为众人抱火者不可使她毙于风霜”  ,女权,女,其他,295,4196,24,6,10,23/09/2017 00:00
FrzsqbKyL,他们刚开始的打击女权的方法是 使劲给女权泼污水，想要让很多人不敢公开自称女权者，后来慢慢觉醒的女性越来越多，也发现女权不是什么不好的名号，为自己、为性别平衡行动发声是一件很值得自豪的事情。他们开始转变思路，把众多女权者分门别派，把相对极端的全部打成“田园女权”，更甚“msl女权”，并且把极端派和妻权女利等全部划上等号让人混肴视听，让极端和温和派内讧，温和派已经开始骂极端派是给女权抹黑了。但我不想要眼睁睁的给所谓的“女权同伴”骂，而且我觉得能被这种傻屌言论影响的女性，也无所谓她女权不女权了。所以不要一直有人来和我说什么“我们自己内部首先就不要自己搞分裂”，那些打击极端女权的温和派都跟着男权狗一起去死就对了，我还要哄着她们呢？少来恶心我了。 ,女权,女,其他,295,4196,52,14,28,22/10/2017 18:01
IgGF0lQmB,姓氏这个话题简直就是赔钱货的照妖镜 是不是赔钱货 用随母姓这个话题一试便知 在这个话题上乱放屁的百分百是赔钱货，当然，赞同随母姓的也不一定不是赔钱货 哎呀 就这么两年 我也是通过随母姓这个话题听够了赔钱货发言了 什么“在意姓氏的女人是父权拥护者” “女权就该让孩子随爹姓”“冠姓权不如毛肚”“我生孩子是福气，这种福气我老公没享受到，孩子随他姓让他也享受一下这种福气” “在意姓氏的都是山沟沟里来的女权”真的听够了 整整听了两年的赔钱货发言 终于让我进化成了极端女权再也懒得跟赔钱货正经理论探讨，只想嘲讽，不想和她们探讨，和她们正经说话是浪费我的心情 ,,女,海外,291,5133,96,3,15,18/11/2019 00:21
H4Ak7jPPn,我觉得任何人家暴都是不对的。我也不认为张雨绮是新时代女性代表我今天上午就看看那些骂我女权婊的是些什么人。能看出来都是生活上贼普通，微博都没有自己的日常甚至没有支持过什么正能量。多数都是条件贼普通的男性，微博除了转发抽奖就是各种骂女权。我猜你们是在现实生活中生活的不如意，害怕男权社会会改变，拼命阻止平权。同样，女生呢，多数艾特自己男友之类的。我也并不认为这些女生在恋爱里面就绝对处于上面的那个。没有多少女生喜欢打人。当然也没有多少女生会说我说的不对。评论几百条，有两三个女生会说我这样偏女权应该平权。当然这样的女生没人理他甚至还有人杠他们。平权还远。我真的闲hhh 原图 ,"米兔运动,女权",女,湖南,2027,998,24,0,194,27/11/2018 11:25
