index,weibo_id,comment_text,gender,location,like,date,label,category,target
2337,J5QKM5Mfi,又来了，活体厌女，既然这样你和男人锁死吧。当我们说男性歧视女性时，跳出来女性也歧视女性！说男性家暴妻子，女性也家暴！再说女上司好歹不会强奸猥亵你吧,女,广东,59,09/06/2020 23:11,1,MA,G
2338,GC2M3mcu1,请小姐姐多在知乎发言，那边脑残屌癌言论太多，新近还看到一个夸大“半残”y染色体价值的，估计真有人信,女,北京,1,02/10/2018 17:10,1,MA,I
2339,Ijo0hiZ9z,"真的很支持真正的女权。伪女权不会帮到女性什么，反而会让男性去压制女权，毕竟这个世界百分之98的高端企业+各国管理层都是男性，女权问题真的不是去骂男人，所有的男人都坏么？我身边的家庭根本没有家暴，都是女性比较掌握着家里的钱和房产，我家就是。我姐也是，我邻居亲戚都是，所以看微博害人真的,吃跟研发💊是两回事 没必要归于两性问题，这群女的跟疯了一样，真的怕，你让你男朋友自觉戴套就可以，为啥非要扯那么多事，去骂男的，微博女性每次都这样，都快恶心到了，互相尊重不可以么？男女不可以平等么，非要一个人占上风？",男,山西,0,05/12/2019 18:32,1,SCB,I
2340,G6ApKa2h6,是哦！舆论好恐怖！不就是性侵几个女的吗？干嘛死掉呢，毕竟还有楼主这种希望排着队被性侵的！又不是谁都不喜欢被性侵！居然死了，可惜那根屌了！,男,北京,1,09/03/2018 18:19,1,MA,I
2341,IEUg4DQjI,有空在我这里狺狺狂吠，不如去玉林屠宰场喊刀下留狗，拯救你即将被宰的爸,女,江苏,0,30/04/2020 01:53,1,MA,G
2342,J4iXen97v,怕了怕了，有事钟无艳，无事夏迎春，拳师又不是工具人，婚姻问题找妇联找相关单位,女,其他,23,30/05/2020 14:25,1,SCB,I
2343,J5Abvnadw,我知道了！！！肯定是蝻蛆在papi下面装女拳骂的！！！泼脏水！！！,女,其他,18,08/06/2020 08:24,1,MA,I
2344,J2cWRaHx1,田园女拳：这是男人的事，凭什么让女人来做？ 自强女权：妇女可顶半边天，男人能做到的，女人也可以！,男,四川,0,16/05/2020 18:29,1,SCB,I
2345,J16yE3HOA,中国女权没什么好斗争的，因为没什么不平等的待遇。然而他们为什么还要搞女权?权利就是贪婪，一群蜱女,男,其他,0,09/05/2020 12:07,1,SCB,I
2346,HCtIRaEsS,自己无能，使劲骂别人，努力把关于自己无能这个事实转移到时别人害了自己，找人背锅总比自己背负压力好受。只不过以前男的找杨玉环，反正杨玉环死了活着的人说啥就是啥，玛德现在好多人活的好好的就敢让人背锅，当老子是病猫啊！,女,福建,2,08/07/2019 09:16,1,MA,I
2347,F91LUEm58,<username> 八其实是男人，“生理男性，想当癞屎的心理变态。”现在真身晓光，女权都不帮他站台了，还想再重新上位已经不可能了，日薄西山啊。,男,广西,0,04/07/2017 12:35,1,MA,I
2348,FaREowqnq,没有女性车厢，它们咬人；有女性车厢，它们还咬人；而且咬人的还是愿班人马。以后别伺候这班大爷，社会关爱女性是必须的，但别取悦女权，更别配合它们打着扛着女权大旗迫害女性。,男,广西,1,04/07/2017 22:10,1,SCB,I
2349,H5k5k4jdq,//<username>伪女权者真正伤害了女性的正常权益。,女,其他,5,02/12/2018 09:15,1,SCB,I
2350,FF6XeAi5p,Samantha Bee 的意思是，如果你是一个女性（权）主义者，你的行为和意识，就不能总是由那个外挂在两腿之间的附件（原始本能）来决定。睾丸酮属于生殖交媾的本能，不是欢愉的意志，完全与智力无关。是的，没有规则（rules），人与禽兽并无差别。 : ),女,北京,1,19/01/2018 21:12,1,MA,I
2351,IurdA2Thr,男护士真的少，好不容易有一个科室还把他当宝一样。挂水看见男护士都想换人，技术远远比不上女护士。,女,江苏,2,17/02/2020 09:45,1,MA,I
2352,J2fhzarN4,民众解放，女性自然就解放了，可惜女权不知道斗争对象是谁。,男,上海,0,18/05/2020 13:06,1,SCB,I
2353,IgidasytX,麻烦你照照镜子，看看自己的处境，还不是被那些保守的男性主义踩在地上摩擦，为什么还要去贬低女权。,男,湖北,6,15/11/2019 10:25,1,MA,I
2354,IF0oo1XYQ,"微博女权的发言就能入目了吗，就准你们骂人，不准别人还手,我尊敬为女性发声的，为平等做出努力的女性，但是把柯洁网暴上热搜的人中有多少是真正为女性发过声，做过事的人",男,其他,0,25/04/2020 23:17,1,MA,I
2355,IwBAwnN8r,"也请您别双标 说不上升的是你 最后诅咒的也是你 您在对立面别来说服了 您愿意看到的是真相 我们澄清的也是真相 说了 各有站立点 故作看客姿态也让别人保持冷静？第一 我没有责任科普 第二 请就事论事 我看您情绪也挺饱满 本来就不是一路人 就别相互膈应了,请纠正 xz本人未曾下场 何来无 大 锅的说法 是饭圈经营不善 但任何偶像都无法选择粉丝 路人盘还在 不会贷款be 憨批粉丝会带走憨批带走白嫖 带不走核心粉丝 合适的时机出现会翻盘的 如果看过澄清 就不会这么想 别否认一部分粉丝的坚持 偏信则暗 愿多观察,看客，可以，但挺没必要的。动不动连坐上升没意思。道理都懂，没有谁能独善其身。网络不缺看客，能看到清醒的观点好像不多，不然哪会有这么多破事。,口嗨也不是说给你听的 ，在场者无感与你何关？自己满足了窥私欲来嘲讽，我也不觉得宁很高明。",女,其他,0,01/03/2020 19:51,1,MA,I
2356,IurdA2Thr,"n 分清楚女犬女权谢谢 人都怕死 起码你没资格说这话 别的女性上你没上 你羞耻么？ 这话本身就是病句…… 上的高雅不上谈何羞耻,男人招不到在招女人 这种行为难道不应该表扬？ 男的先上  ok？这不是领奖！ 女生生理上落实群体 男的上 没人上在女的上 怎么到你这里就羞耻了,我先肯定女性价值不然又要被喷了 然后既然平权，那就不存在羞耻吧 这钱肯定不会少谁，愿意赚就赚说羞耻过了",男,上海,0,18/02/2020 07:15,1,SCB,I
2357,IhRGQBlwT,屌癌的“对象”，“伴侣”能是我们正常人定义的么？他们的法定婚姻对象不过是自带保姆管家性奴的胎器而已，算什么对象,男,北京,3,07/12/2019 13:41,1,MA,I
2358,J2cWRaHx1,这个人讲的有道理的啊…田园女权叫的再嚣张其实就是压榨底层男性（其实也是顺带的）中层男性和底层女性了，中上层女性受教育程度高，经济独立，自然不会搞什么田园女权，底层好忽悠，男性就是，田园女权也只看不上中下层了，巴不得舔到上层的。,男,其他,2,18/05/2020 08:16,1,SCB,I
2359,IvsdV0yyk,男人真的八卦到爆炸，无论是我爸我哥，还是每个公司的男同事，我的天什么鬼都要知道还要插几句意见，烦死人了,女,广东,2,23/02/2020 04:39,1,MA,I
2360,IERJNbk9o,本质就是仇女，没有素质的恶臭屌丝罢了。有才无德必定被人唾弃。,女,海外,11,25/04/2020 00:50,1,MA,I
2361,G6yvTbI6u,我觉得对妇女这词儿抵触心理太过，反而是部分偏激女权不自信的体现。。。,女,浙江,1,09/03/2018 11:52,1,SCB,I
2362,GyZomwjts,我是同性恋，但我很讨厌极端腐女，认识的gay也讨厌腐女,女,其他,1,12/09/2018 11:54,1,MA,I
2363,GyZomwjts,"有些“极端”腐女简直已经走火入魔,看清楚，我说的讨厌“极端”腐女",女,其他,0,12/09/2018 12:58,1,MA,I
2364,IjZPtb911,支持你！很多女演员一边抱怨着男权碾压女性的不公社会，同时自己在戏中又在一味迎合那些男权碾压女性的角色，助纣为虐！,男,其他,5,09/12/2019 21:49,1,MA,I
2365,IFf409vQz,极端女权太恶劣了，竟然多生出了5000多万的男人，搞的性别失衡。,女,江苏,0,28/04/2020 13:39,1,MA,I
2366,J4E37zYno,斗米恩升米仇。女人付出越多，男人越不把你当个人。,女,江苏,2,05/06/2020 08:36,1,MA,I
2367,J2ctU4R5e,别叫驴，叫婚姻公主，称呼只是个称呼，称呼背后的事实才是她们不愿意面对的,女,湖北,5,16/05/2020 17:01,1,MA,I
2368,Hxzj0wcQj,网络巨人张岚，成都金牛区，现实中我是靠着丈夫吕伟养活的家庭主妇，微博里我化身女👊 斗士，痛击屌癌,男,海外,3,06/06/2019 08:27,1,SCB,I
2369,HjuXpaRaC,噫，悍妇粉都哪去了？原来“前情”内容的那条微博下面一个个可都是理直气壮的呢,女,内蒙古,27,05/03/2019 16:05,1,MA,I
2370,HvPulBPzF,最后一句我就不同意了，还得加多一句“还有这些屌，坏滴狠哟”这样才体现男女平等。,男,广东,76,25/05/2019 16:23,1,MA,I
2371,GrHUIn5T8,你们现在点一下这个话题会发现：话题因为法律原因不存在哦。我很好奇为什么女性捍卫自己的声音会被屏蔽，为什么这种积极的，合理合法的行为却被掩盖。大概这帮人自己屁股也都不干净，怕这股火飘到自己身上。或者干脆就是从内心深处的轻蔑：“摸一把的事儿你们还都叫起来了，不就是个女人？”,女,海外,80,26/07/2018 23:04,1,MA,I
2372,EiDlx99E6,"我就问你是不是吧，现在微博评论，一言不合就吊癌，一言不合圣母婊,对了，当时比较困，前面还想着的，就忘记回复了“整天把吊癌挂在嘴边”",男,浙江,0,22/11/2016 09:11,1,MA,I
2373,ICgOUngDk,认同的女生将获得由pua男们颁发的“最聪明女性”称号一枚。,女,海外,50,07/04/2020 23:20,1,MA,I
2374,J6tAksX14,女权通常与自由派人士相吸，同时自由派人士也会与其他小众群体相吸。越是极端的女权以及小众群体就越会拥抱极端的自由派。而在中国，所有（极端）自由派粉最终目标都是东长安街1号,女,其他,1,13/06/2020 20:20,1,MA,I
2375,J1s4HwdW1,笑死我了，女权还要你们蝻的来发牌坊？真当你们世界警察了？,女,海外,0,12/05/2020 14:53,1,MA,I
2376,GvXf0ymdJ,许多女权癌都是套着女权名头的性别歧视者,女,其他,5,07/10/2018 12:58,1,MA,I
2377,J4B0Mps5Q,动物吃动物是为了生存，那不叫剥削，是自然食物链，男权反自然,女,其他,0,05/06/2020 12:08,1,MA,I
2378,J4B0Mps5Q,女人创造生命的能力是优势，是男权把它变成了劣势的，男人的智力也没有和女人相同，它们的平均智商是被女人碾压的,女,其他,2,05/06/2020 12:04,1,MA,I
2379,I91jVhx9l,没有生育，就没有职场歧视，女人都去职场，自然不存在什么劳动掠夺,女,其他,0,02/10/2019 21:21,1,SCB,I
2380,J2jYCxzvy,真的 看到有人说平权是女权 男女平等 我可去你爹的吧,女,广东,5,17/05/2020 11:56,1,MA,I
2381,IChduweuP,有些男权女权已经把自己是个人的前提给忘了,男,山西,2,09/04/2020 18:13,1,MA,I
2382,GCna42DUe,"去夜店热舞调情不代表愿意被qj，所以c罗就是强奸犯，这就是你的逻辑吗？人家女方自个起诉书警方资料都写的很清楚 去夜店-给c罗留电话-第二天去c罗套房-去c罗家洗热浴-去c罗家浴室换热浴衣服。都是自愿的。怎么就变成去个夜店被qj了。现在唯一争论的就是女方有没有喊停。,别扯什么夜店调情热舞，说的是夜店后的事！! 都是她自己同意的!! 你应该这样解释才能继续黑罗， 就算是jn脱光了躺床上，进行到一半突然喊停，你要是继续你就是qj。问题是谁能证明她喊停了。你吗,你看没看她自己的起诉书啊 热舞后，她给c罗留了手机号，然后同意邀约去c罗家，然后又同意去热浴池，然后同意在c罗家浴室换浴衣，然后她的意思是她单纯的以为就是换浴衣辔热浴，结果c罗qj了她。俺们不辔夜店，不理解这种想法，俺以为这就是yp的正常程序。可能像她这样的辔夜店的已婚妇女比较天真单纯吧",女,河北,2,06/10/2018 11:59,1,MA,G
2383,J3uTUBDvZ,男人自大惯了，总是轻看女人。挺活该的。,女,上海,0,25/05/2020 05:26,1,MA,I
2384,GsVB1wSqF,"也有好多女人趁机展示、示好、问骚，这很纠结，无心就便宜她们了，有心就会被反性骚扰。怎么办？怎么办？谁有办法就是联合国的法学博士。,好多女人趁机在我面前展示、示好、问骚，我很纠结，不骚扰就便宜她们了，骚扰就会被反性骚扰。怎么办？怎么办？谁有办法就是联合国的法学博士。",男,海外,0,04/08/2018 03:55,1,MA,I
2385,J2cWRaHx1,女权本质是什么，是反封建的无产阶级运动，是从封建到资本社会过渡的一种运动，他本质是针对所有男性思想中的女性没有完全人权的打击，而当进入资本和社会主义社会时期，矛盾已经改变，主要矛盾是阶级，所以反封建的性质已经不存在，现在的女权本质是立靶子，然后去攻击，因为封建矛盾消失女权也就消失,男,江西,169,16/05/2020 17:47,1,SCB,I
2386,J2cWRaHx1,"如果女权在现在还是在提出女性在社会中的不平等地位，那应该看一下本质，一切社会问题都是经济问题的反映，社会问题的产生是因为经济生产的影响，女性的权力在法律上书写，但在劳动中得不到完全体现，以及部分女性家庭中的地位较低，这是因为在市场中，资本有议价权，劳动力是有被议价权导致的,一切现在所谓女权运动，如果分出来，是无产阶级的平权运动，当然要主要是对资产阶级的对抗才算，如果是针对男性，其实这已经偏离了运动本质，因为在市场经济中，对劳动力对议价是本质，是一种生产要素，是资本使女性在劳动中处于完全议价的不平等地位，不是所有男性，因为男性在体力和耐力对女性有优势",男,江西,6,16/05/2020 18:00,1,SCB,I
2387,J5Pv5exXI,如果女权等于争取女性特权 那么我也是一直以来想错了？？？ 到底是谁再给女权下定义？女权的定义是可以一直换来换去的吗？原来女权是平权的代名词 现在难道改变了吗？,女,河南,1,12/06/2020 03:57,1,SCB,I
2388,J4C5cDDvC,没上微博之前都不知道有女权有这么激进，可能极端女权都生活在二次元吧,女,江苏,0,01/06/2020 20:24,1,MA,I
2389,FrPIQrVf3,其实能理解，因为现在很多标榜自己是【女权】的人做了很多并不女权甚至抹黑女权的事，这种标榜者在微博已成趋势，所以很多理智女权，支持平权的人就不愿与之为伍了，称平权主义者也可以理解。,女,北京,0,24/10/2017 11:50,1,MA,I
2390,G6HjGCHwM,三观不正！你自己被强奸了，别人不承认，但别人是因为自己前途没了自杀，死了还不承认，粉丝还要去骂被强奸的人！？,女,山东,4,10/03/2018 15:12,1,SO,G
2391,J5QadAp19,本来就是，女方一意孤行不顾男方感受，要了孩子以后抱怨男方冷漠不管不顾也是很奇怪的逻辑。同样属于道德绑架。,女,其他,2,09/06/2020 15:46,1,MA,I
2392,EslGLBU6T,如果和你意见不同就要动拳头，以暴力解决问题，那何必游行呢，女权们人手一只大口径手枪突突死看不顺眼的多好,男,北京,1,25/01/2017 07:52,1,SO,I
2393,HxlttvnZC,资本主义社会里女权这个词就恶臭，不想着平等，想着男权变女权，群众斗群众，大家一起做奴隶,男,其他,0,11/06/2019 09:37,1,SCB,I
2394,HyniLhplC,"与中亚学家老荒总结出某政治性伪宗教的贵与仇是同一个套路。某政治性伪宗教以自己的自诩唯一完美真理为贵，以非自己社会为仇。这个团体以LGBT为贵，以非LGBT为仇。,以互联网为纽带，披着权益等具有迷惑性的外衣，以本种族男性为二元对立的组织严密的政治组织，与以黑洞场为纽带，披着多重迷惑性外衣，以明德社会为二元对立的政治组织有高度相似性，对正常社会有破坏作用 //",男,广西,0,11/06/2019 20:12,1,MA,I
2395,IERJNbk9o,?女生什么反应我不管，本质上不就是男的猥琐男吗?,女,江苏,5,25/04/2020 01:17,1,MA,I
2396,IERJNbk9o,某些男的就是有病吧，现实生活中不知道什么玩意儿就在网上攻击女生,女,江苏,17,25/04/2020 00:47,1,MA,I
2397,GrH0edfWS,这伙东西说：公知圈男女搂抱接吻很正常！你就应该被性骚扰！！！！那伙东西又说：能被骚扰和强奸，说明你拒绝的不认真，流氓都要脸，流氓都无罪，全怪受害者拒绝不够努力！！！！那伙东西还说：你有N个前男友，她离过婚……所以我就可以XX你！！！！！,女,河南,51,26/07/2018 13:37,1,SO,G
2398,J3rQm05Jr,不奇怪，他想要的是物化女性，然后就更好欺负了呗（这种喜欢和欲望还不如没有,男,其他,2,25/05/2020 02:29,1,MA,I
2399,HkyQIdw3K,妇女半边天的主持人说：男人说的“男女已经够平等了”他的意思是“你们女的已经够厉害了，不要再争取了”……南拳：女的内斗就行了，啥抢我的？不行,女,海外,4,12/03/2019 13:36,1,MA,I
2400,IFUWrrZ7w,"最后一点补充（本人男）,3.现实生活中自由固然可贵，但是却没有绝对的自由，就像鸟儿很自由，可是它也逾越不了天空。所以自由是相对的，有些客观因素是需要接受的，就像你说的如果看不惯男孩的父母怎么办呢？第二条的内容我不再赘述，如果你很爱他／她，难道仅仅只因为客观条件便妥协吗？这是不是你的内心真正想要的呢？,2.爱情是需要承诺的，如果不能给对方以安全感，那么这份爱情便是不坚固的，便不能算作真正的爱情。     首先，要进行客观理性的分析，分析你们是否彼此相爱，他／她值不值得你去爱，如果是的，再思考有没有什么具体的解决办法，如若万般无奈，还是可以携同伴侣远走他乡的,不过，，博主有一句话，我不敢苟同，就是那句“看不惯男朋友或丈夫的父母，可以去分手离婚”，为什么我不赞同呢，原因如下:      1.女方能跟男方成为伴侣，说明最起码是彼此相爱的（如果不是另当别论，支持分手），如果仅仅因为对方的父母便分手，那是不是意味着向世俗妥协呢？,这个本就是人的最初的意识观念，也就是家庭教育，如果最初的观念是错误的，那么长大后人的思想可能就会固化，这时候哪怕孔子转世过来也无能为力了。     但是我们敢说我们的观念就一定是正确的吗？      我们要做的不是传播观念，而是引领他／她们向善，因为性别歧视的根本不在于性别，而在于歧视,就像米开朗基罗和拉斐尔一个崇尚崇高的力量之美，一个信奉典雅的柔和之美，你很难分辨他们谁是谁非。      其实之所以会有“性别歧视”，它不单单仅仅只是性别的问题，不知道你有没有发现，性别歧视的人不仅仅歧视性别，他一定还存在着其它形式的歧视，所以，治病要“治本”。,一切特立独行的人格，都意味着强大，其实性别歧视真正的可怕之处在于受害者也无形的选择了接纳，导致形成了一种思维定势，好像就是我们必须这样，那样就是错的。      生活本身是多元化的，就如同画家画画一样，同一个模特，同一个场景，两位顶尖画家画出来的画感觉也是截然不同的，",女,其他,0,03/05/2020 22:35,1,SCB,I
2401,J2kUQjsyw,十倍工资的男人眼瞎看上田园女权了，可悲的疯狗却被以上两种人都放弃了。更可悲了。,女,湖南,2,17/05/2020 14:52,1,SCB,I
2402,IE6peorwk,真的，身边的人都觉得还挺正常的，我对象也是绝对不打女的，也不会说出女的被强奸是因为穿的少，网上这些人把我整的怀疑人生，恐婚就是被网上屌丝搞的,女,江苏,0,20/04/2020 00:37,1,MA,I
2403,IE6peorwk,前天还有一个人跟我讨论男权女权说我说话很过分巴拉巴拉，也不知道是那些男蛆天天没事找事，不过我身边都没有这种屌癌男，估计都是些户口本只有一个人的孤儿天天在网上哔哔赖赖，性侵都有屌丝洗别说其他的了,女,江苏,0,20/04/2020 00:26,1,MA,I
2404,H5k5k4jdq,"这种伪女权就是破坏真正女权形象的，本来是追求的男女平等，她这样子极端，人家真正为了女性权益努力的人被她这种有心人拉仇恨,本来就是伪女权，还反婚了反育了的，这种极端的人活得很艰难吧，被骂了被质疑了就截取极个别粉丝的话来说别人都是脑残粉！干的什么事，假正义，真恶心！",女,其他,8,02/12/2018 12:35,1,SCB,G
2405,J1qNh9Jsf,"你有多优秀？你觉得我们男生缺女生？非得找你这种人？  你有男朋友吗？我们男生不缺又不是所有女生都你这样三观不正的。你把自己看的太好了,婚姻是利益？？？你不配结婚懂？田园女权＋三观不正  你多大了？小学生吗,如果你觉得结婚就是生孩子养孩子的话，你也不配结婚懂？ 每个男人最不缺的就是不是你这种思想的女人懂？,你以后可以不生孩子啊  然后自己去打工各干各的啊  结谁让你必须生孩子呢？？？？？法律规定了？,呵呵  你这种的 不配结婚 结婚就是为了生孩子啊  那要的是感情懂？  你这样的搞对象千万别花男生的钱 你不是平等吗？以后AA制啊  别要彩礼啊,不 只要你有能力以后结婚你工作他请育儿假完全可以OK？前提你有能力养家糊口吗？",男,上海,0,12/05/2020 00:46,1,SCB,I
2406,J1tT1oCjS,有些人吧男女平等追求的变味儿了，老祖宗那一代重男轻女思想确实不好，但是改革以来追求男女平等一直都没有停过吧? 我纳闷儿了，你们这些所谓的田园女拳是不是天天被男生侮辱暴打，非要没事儿找事儿，在你们眼里你们就是人上人，男人就该跪着给你们舔是吧？,男,其他,0,22/05/2020 17:40,1,MA,I
2407,HcR49vdYn,"吴渣，对于妻子而言 吴给她花了上千万，又要了几千万分手费  平心而论就事论事 女孩七年花了几千万算浪费青春嘛？最后狮子大开口 要的多 妻子报警了 凭什么双方共同财产要给第三者？妻子让她坐几年牢不应该？吴身败名裂,敲诈，几年都是轻的 便宜她了",女,辽宁,0,21/01/2019 16:29,1,MA,G
2408,IqnwqapT3,哈哈，这女的不是反婚吗？还得罪过同性恋。反婚你那么爱嘲光棍干什么，你不也是个女光棍？,男,其他,0,11/02/2020 06:11,1,MA,G
2409,IuytF7sSR,"我之前还关注过那个鸡姐和我是吃吃 去年他们网暴别人然后反过来被别人网暴了 就双标的说“网暴” 那个时候我就取关了 真的很恶心 然后还是有一些人在底下坚定不移的支持他们 给他们找理由 我真的,因为微博那些就算现在看起来不错了 实际上扒开里面都是烂的。。只是为了吸引更多人的目光给自己造人设 从中获取利益（钱）这些人的粉丝群体基本上都是女性 不知道是太好骗还是太心软还是太傻还是读书少。。,你说的确实是 我一直认为很多人对txl有偏见就是因为像微博这几个gay一样的人以及蠢的要死的女的太多了,甚至我身边有一些男的在初高中的时候 认为做gay会吸引别人的目光 所以就把自己弄成gay 就像饭圈里面粉丝更喜欢男粉丝（大粉）因为觉得稀有 实际上…是个女的,不是 只是因为我有一个gay朋友啦 所以我愿意做lgbt 但是真的代孕以及微博这群很恶心 不过我不太愿意以偏概全 因为我觉得是有好的 只不过我怀疑支持这群gay的女生见的gay太少了当宝一样 以为自己喜欢个gay博主很独特 因为在一些人眼里支持gay就是“聪明人”不支持就是“封建以及笨”,u1s1 我支持txl 但是微博着名的几个gay真的,双标罢了 遇事不要慌 先打一手歧视txl的牌 真的恶心那些把自己性取向当挡箭牌的人",男,北京,0,17/02/2020 06:06,1,SCB,I
2410,I8zbHdfvA,毕竟我们真心实意的希望现实也能成为拳师，也真心实意希望他们现实能癌,女,其他,1,21/01/2020 10:58,1,MA,I
2411,J1qd66AJt,所以哦，搞女权还给自己背上了更多牌坊，你搞女权干啥,女,其他,4,12/05/2020 10:19,1,MA,G
2412,IssVpz87o,臭女人臭女人臭女人！贱死了，还利用家暴骗同情贱死了！,男,湖北,1,03/02/2020 16:00,1,SCB,I
2413,HBpPUk0Sh,？我看到女权是支持研发男性用避孕药，而且不管吃没吃药都要带套防病，你那一套不带套的要求大多是男的的要求。不顾事实就开始泼脏水有不是坏就是蠢,女,其他,31,01/07/2019 13:39,1,MA,I
2414,IkA8Q2IVr,每个人都认为身边男性优秀，那那么多鼠辈哪里来的呢,女,香港,0,01/05/2020 21:27,1,MA,I
2415,Iw1L3pSt7,"对人家裤裆里那档子事儿是真不感兴趣，就是受不了某些人厌女还用“打小三”的免死牌来装X,是不是还想说，是半藏自己骚，出去勾三搭四，不是那个男的也会是别的男的，怪不得那个男小三，嗯？",女,其他,0,26/02/2020 21:43,1,MA,I
2416,HjuXpaRaC,"一面之词？艾女士拒绝法院验伤，而德普人证物证齐全，你说这怎么算一面之词？？？,？？？？？你从哪里看出我是德普粉丝了？？？艾女士有使用暴力前科又不是捏造的，她之前公开场合对前女友使用暴力被抓你不知道吗？？？？,老话都说腻了：被狗咬了是要回去咬狗还是去医院？德普是人，艾女士是狗，这样理解大概就很清楚了",女,北京,4,05/03/2019 15:40,1,MA,G
2417,IxpfTCMAo,搞自己的女权骂男人干嘛，男人什么德行知道就行，骂了会改吗？,女,其他,0,26/03/2020 01:03,1,MA,I
2418,Fs39nAr5L,"没什么好忌讳的，戏称伪女权为田园狗而已。女权没那么脆弱,田园女权本质上是女利主义，跟女权无半点关系",女,福建,0,25/10/2017 23:00,1,SCB,I
2419,J2nCKqAKC,我也支持极端女权，极端女权最多就是不婚单单身生育，和男性画个分界线而已。而极端男权很可怕，他们不是不婚不育，而是一定要婚要育，但是对女性是当奴隶的，言语间都是三天不打上房揭瓦的论调，什么三年不亏十年血赚，让我觉得生命安全都不保。极端女权只管自己，极端男权要奴隶，差异清晰可见。,女,湖北,27,17/05/2020 22:32,1,MA,I
2420,J1tT1oCjS,"就是你这种女👊存在 才会引导网上众多少女有被害妄想症,欧美穷人要是有保障 这次疫情就不会出现那么多穷人死亡了 资本主义的人权是钱堆起来的,现在国家女性的地位难道不比男性高？？？,咱们共产阶级已经很努力了 相比国外不要好太多 这次疫情不就提现出来了？国外的人权大多数都是资本作怪好吧 只有有钱人有人权 穷人有何人权 相比国内 我们大多数都不是还很平等 而且小康社会目标已经很多人都达标了吧,我们现在这代年轻人打胎的难道不多？ 以缺乏性教育为借口纵欲而且丝毫无责任心 这是道德逐渐丧失,别跟强奸犯和神经病人讲道理 这些人是听不进去的 毕竟又不是每个人都能遵守法律 保护好自己 接受正确的三观影响身边的人才是最好的,lzx就是狗好吧 男人的耻辱,你真搞笑 北欧可以换妻3-4P你是选择性失明？欧美的文化大多数都是落后的 还有别扯什么西方民主公平",男,其他,0,27/05/2020 15:52,1,SCB,I
2421,IxY8R3Gtq,男蛆和脑子里长了牌坊的女人才会把人开除女籍吧,女,上海,4,10/03/2020 16:45,1,MA,I
2422,J1qBReg62,又是你这条蛆，女人什么权利都没争到，不和还在大清一样吗,女,其他,0,12/05/2020 02:55,1,MA,G
2423,J1qBReg62,谁用单身狗剩女自嘲自己认领去，反正我觉得被冒犯了，谁叫我剩女，单身狗，别说骂驴了，当场辱骂对方祖宗十八代我干得出来，不要替其他人大度，懂吗？现实就是结了婚的各种挤兑没结婚的，一个驴字怎么了，先堵住其他辱骂单身人士的玩意的嘴啊，不然就互相伤害啊,女,其他,1,12/05/2020 02:52,1,MA,I
2424,J5QKM5Mfi,我除了讨厌驴子母怅，其他女性都不讨厌，会喜欢漂亮身材好的女人，一点不嫉妒甚至想辔她，如果碰到第一条，大概会当着狐狸精的面狠狠打男的，打到他颜面尽失，跪地求饶，狐狸精爱只要不上来维护男的，爱怎样怎样,女,其他,21,09/06/2020 22:31,1,MA,I
2425,J6gTRt3dr,我是真的厌驴，恨不得所有驴子都求仁得仁，都被打死算了,女,其他,121,12/06/2020 12:41,1,SO,I
2426,HfZjgvABZ,她们是脑子进水了吗，回到封建社会，她们能被打死一千回了，她们庆幸现在是法治社会吧,男,河北,1,11/02/2019 01:10,1,SO,I
2427,HfZjgvABZ,我感觉她们这都是有目的的，好像是想骗人代孕挣钱，女生看不出来吗,男,河北,0,11/02/2019 01:36,1,MA,I
2428,J2ioIjdyr,田园女权说papi孩子跟父姓 所以她不是独立女性 所有结婚的女人都是婚驴 只有不婚不育才是高尚而先进的思想 这也就罢了 田园头子还说 papi买热搜攻击她 资本炸了她们的号 真是特别高看自己呢 就差说信女权得永生了,女,北京,0,17/05/2020 13:45,1,MA,I
2429,FENNOepC5,恰恰是男人自己说的：每个男人都是潜在的强奸犯！,女,其他,0,18/01/2018 06:21,1,MA,I
2430,Ib3TFtCAR,这话是你说的，千万别和女人搅到一起，别找女人做朋友，和男人相亲相爱去。,女,江苏,8,12/10/2019 20:02,1,MA,I
2431,Ib3TFtCAR,有的男人就怕女人清醒了，知道男人是累赘。第二性的悲哀，没有第一性活不下去。,女,江苏,36,12/10/2019 06:42,1,MA,I
2432,HwX39mI7U,目前就剩婚驴了，有点不想团结她们咋办,女,江苏,0,17/05/2020 00:40,1,MA,I
2433,IChduweuP,在那些极端者眼里，你现在是在舔男蛆，你和他们讨论？对不起我时间宝贵，我不想和你说话，我在我微博想说什么都是我的事,男,陕西,0,08/04/2020 02:24,1,MA,I
2434,HqsGy1WRa,是刘强东和工作人员诱骗+胁迫将女生带到刘强东的公寓强奸了她,女,湖北,3,20/04/2019 12:25,1,MA,G
2435,J2aOx4Bnu,真女权和男权都会骂过来“结婚怎么能是卖身呢?结婚是为了甜甜的爱情啊！你个极端女权！”,女,海外,0,16/05/2020 13:23,1,SCB,I
2436,IurdA2Thr,父权制规训出来的女性（认同男权：不把人当人以及重男轻女）作为被牺牲的一方，她们将女性劣等的观念不停传播，厌女拜屌，内化了女性非人//,女,其他,8,16/02/2020 11:50,1,SCB,I
